date,open,high,low,close,volume,amount,turnover,pct_change
2025-06-03,59.98,60.48,59.87,60.2,12181757,733622877.12,0.766300,-0.314600
2025-06-04,60.46,61.3,60.45,60.97,17609011,1073191438.74,1.107700,1.279100
2025-06-05,61.13,61.5,60.53,61.34,20313664,1237255733.23,1.277800,0.606900
2025-06-06,61.56,61.6,60.72,60.8,17997297,1098158447.01,1.132100,-0.880300
2025-06-09,60.99,63.19,60.8,62.99,40723027,2543889854.41,2.561700,3.602000
2025-06-10,63.0,65.5,62.8,64.15,59720312,3863297617.01,3.756700,1.841600
2025-06-11,64.05,64.96,63.7,64.19,26246629,1688234568.25,1.651000,0.062400
2025-06-12,63.95,64.42,63.03,64.2,21908193,1399353389.97,1.378100,0.015600
2025-06-13,62.9,63.6,62.35,62.41,20873868,1310467342.85,1.313100,-1.140500
2025-06-16,62.2,64.32,62.07,63.25,21878518,1387769398.82,1.376300,1.345900
2025-06-17,63.35,63.46,62.42,62.78,16390371,1030314393.03,1.031000,-0.743100
2025-06-18,65.01,65.6,64.02,65.24,48159047,3134907464.2,3.029400,3.918400
2025-06-19,64.83,65.2,62.69,62.98,33222283,2120714245.31,2.089800,-3.464100
2025-06-20,62.76,64.5,62.56,62.62,25267440,1605826104.69,1.589400,-0.571600
2025-06-23,62.2,64.36,62.09,63.95,26536994,1688645146.14,1.669300,2.123900
2025-06-24,64.2,65.94,64.2,65.23,29244677,1904284616.67,1.839600,2.001600
2025-06-25,65.31,65.92,64.25,65.78,29758197,1939172561.02,1.871900,0.843200
2025-06-26,65.51,65.58,64.02,64.12,27423990,1775341735.74,1.725100,-2.523600
2025-06-27,64.4,66.66,64.25,65.43,43047943,2822957721.15,2.707900,2.043000
2025-06-30,66.09,68.29,65.81,67.77,51645738,3474911272.48,3.248800,3.576300
2025-07-01,67.5,69.25,66.7,68.69,38897412,2644557895.09,2.446800,1.357500
2025-07-02,68.7,69.45,68.1,68.45,34707863,2380747893.3,2.183300,-0.349400
2025-07-03,68.45,70.0,67.62,69.77,40896103,2823688599.13,2.572600,1.928400
2025-07-04,70.66,70.66,67.63,67.7,45585681,3119901076.17,2.867500,-2.966900
2025-07-07,67.4,68.57,67.03,67.4,22895940,1545025446.93,1.440300,-0.443100
2025-07-08,67.5,74.6,67.36,73.77,103312342,7457368682.15,6.498800,9.451000
2025-07-09,73.78,74.38,72.65,73.35,47907407,3514072819.65,3.013600,-0.569300
2025-07-10,73.83,78.09,73.83,76.45,91180541,6957420735.15,5.735700,4.226300
2025-07-11,76.11,76.76,75.38,76.16,45363574,3453625629.63,2.853600,-0.379300
2025-07-14,75.91,77.16,74.01,75.61,54100668,4068238283.5,3.403200,-0.722200
2025-07-15,74.6,76.9,74.1,75.15,45856024,3445153403.69,2.884600,-0.608400
2025-07-16,74.5,75.02,73.25,74.51,37427170,2775187872.1,2.354300,-0.851600
2025-07-17,75.05,76.54,73.33,74.1,48477950,3615819816.14,3.049500,-0.550300
2025-07-18,74.0,74.35,72.2,72.26,46818172,3406047591.44,2.945100,-2.483100
2025-07-21,72.49,73.02,72.13,72.75,26928646,1953759201.9,1.693900,0.678100
2025-07-22,72.8,74.26,72.2,74.13,47614358,3495469957.94,2.995200,1.896900
2025-07-23,74.47,74.68,72.82,73.11,34809723,2567770219.43,2.189700,-1.376000
2025-07-24,72.87,76.54,72.68,76.38,56516521,4248339659.21,3.555100,4.472700
2025-07-25,76.3,76.65,75.7,75.78,28378888,2158024072.1,1.785200,-0.785500
2025-07-28,75.04,75.49,73.83,74.2,36609000,2725433504.04,2.302900,-2.085000
2025-07-29,74.21,76.04,73.6,75.45,33652802,2514192180.51,2.116900,1.684600
2025-07-30,75.5,76.45,74.0,74.59,35846700,2696832618.45,2.254900,-1.139800
2025-07-31,74.0,75.63,71.55,72.0,46401486,3398519905.72,2.918900,-3.472300
2025-08-01,72.03,75.38,71.88,75.3,56492594,4200899507.38,3.553600,4.583300
2025-08-04,74.27,74.46,72.6,73.78,34095676,2497398311.42,2.144800,-2.018600
2025-08-05,73.57,76.2,72.69,75.41,38669719,2901611428.27,2.432500,2.209300
2025-08-06,75.0,77.22,74.96,76.9,40634178,3102073000.77,2.556100,1.975900
2025-08-07,76.8,76.89,74.47,74.81,39319616,2954515507.9,2.473400,-2.717800
2025-08-08,74.52,85.9,74.5,81.6,119105900,9635365191.56,7.492300,9.076300
2025-08-11,81.66,84.74,81.3,84.52,85235538,7067735276.49,5.361700,3.578400
2025-08-12,84.6,88.28,82.8,88.1,77984295,6681575481.55,4.905600,4.235700
2025-08-13,88.0,89.88,86.73,89.03,69593972,6143045368.75,4.377800,1.055600
2025-08-14,88.18,89.39,86.51,87.95,51008123,4485250723.54,3.208600,-1.213100
2025-08-15,87.6,96.0,87.41,94.28,90561393,8378057091.64,5.696700,7.197300
2025-08-18,95.5,96.37,93.91,95.38,61016319,5791417026.5,3.838200,1.166700
2025-08-19,95.0,99.92,94.57,96.47,73013099,7105945462.48,4.592900,1.142800
2025-08-20,95.45,96.7,92.6,95.28,59764577,5640879764.54,3.759500,-1.233500
2025-08-21,94.46,94.66,92.05,92.49,49812502,4638413833.6,3.133400,-2.928200
2025-08-22,91.99,98.82,91.8,97.86,67681455,6516213051.87,4.257500,5.806000
2025-08-25,99.7,103.5,99.48,102.6,74192770,7495071817.46,4.667100,4.843700
2025-08-26,101.92,101.92,95.6,97.01,114860899,11274529221.68,7.225300,-5.448300
2025-08-27,95.55,99.36,94.54,95.11,84130297,8150120385.38,5.292200,-1.958600
2025-08-28,94.6,100.66,94.5,99.56,82261923,8124284463.41,5.174700,4.678800
2025-08-29,99.55,103.36,97.72,99.87,76317937,7655519171.2,4.800700,0.311400
2025-09-01,99.58,101.39,98.01,99.2,59116135,5862683604.04,3.718700,-0.670900
2025-09-02,99.69,105.37,98.86,99.65,84246039,8600305945.39,5.299500,0.453600
2025-09-03,101.3,119.0,100.0,114.9,142919365,15588244208.41,8.990300,15.303600
2025-09-04,118.5,124.08,113.06,116.0,165181761,19611489695.37,10.390700,0.957400
2025-09-05,116.19,137.66,116.19,135.34,169941087,21711174865.83,10.690100,16.672400
2025-09-08,140.1,146.87,133.76,136.98,188697224,26031316059.94,11.869900,1.211800
2025-09-09,132.2,135.34,128.42,129.88,130701326,17177191378.66,8.221700,-5.183200
2025-09-10,127.31,131.36,125.1,128.3,119738925,15256801441.96,7.532100,-1.216500
2025-09-11,126.53,137.34,123.5,137.34,134665136,17600545510.25,8.471100,7.046000
2025-09-12,135.97,141.0,132.5,133.92,112950176,15370294691.05,7.105100,-2.490200
2025-09-15,138.0,149.32,136.57,136.67,150970821,21362342658.07,9.496800,2.053500
2025-09-16,137.81,143.08,135.67,140.31,108524250,15082778985.7,6.826700,2.663300
2025-09-17,140.8,144.24,137.2,140.99,93269716,13096772612.34,5.867100,0.484600
2025-09-18,140.0,148.11,135.86,142.55,135771680,19132628771.76,8.540700,1.106500
2025-09-19,141.07,142.3,136.88,137.2,85317862,11876013843.39,5.366900,-3.753100
2025-09-22,136.0,139.0,134.56,137.23,66925859,9142070016.08,4.209900,0.021900
2025-09-23,137.2,148.55,137.2,143.54,118658558,17037310345.25,7.464200,4.598100
2025-09-24,143.41,156.0,143.02,154.2,119440650,18038663294.7,7.513400,7.426500
2025-09-25,153.98,163.25,151.86,159.84,102198838,16091128503.34,6.428800,3.657600
2025-09-26,159.84,167.48,157.0,157.5,89979702,14506197966.86,5.660100,-1.464000
2025-09-29,163.0,169.8,161.1,165.0,99539366,16468223924.9,6.261500,4.761900
2025-09-30,165.0,167.69,157.21,161.98,92850453,15196985261.12,5.840700,-1.830300
2025-10-09,161.88,164.9,157.66,158.89,91854085,14787172280.7,5.778000,-1.907600
2025-10-10,155.73,158.2,145.0,146.52,112500243,16946399061.03,7.076800,-7.785300
2025-10-13,139.02,144.38,136.1,141.22,107810356,15149769969.86,6.781800,-3.617300
2025-10-14,144.84,151.0,139.1,139.79,103614230,15081363133.19,6.517800,-1.012600
2025-10-15,139.83,152.08,136.13,151.4,108169455,15689289669.01,6.804400,8.305300
2025-10-16,149.78,164.76,149.0,163.0,128279472,20459451199.64,8.069400,7.661800
2025-10-17,160.18,160.93,144.98,145.21,121139474,18269278561.18,7.620200,-10.914100
2025-10-20,149.0,153.19,146.66,148.63,81853286,12263569908.13,5.148900,3.022100
2025-10-21,149.8,157.0,144.0,152.79,81369318,12336976138.78,5.118500,2.798900
2025-10-22,151.0,152.33,147.45,149.32,50759942,7582275207.58,3.193000,-2.271100
2025-10-23,148.13,154.29,146.88,153.52,56689703,8572593631.75,3.566000,2.812800
2025-10-24,156.0,165.65,154.0,165.0,91066231,14762310412.99,5.728500,7.477900
2025-10-27,169.18,172.63,162.66,166.95,94395266,15723001581.35,5.937900,1.181800
2025-10-28,164.02,169.5,162.08,165.88,65009449,10779894505.69,4.089400,-0.640900
2025-10-29,169.99,194.97,168.91,191.49,145290726,26410424683.5,9.139500,15.438900
2025-10-30,194.9,203.88,192.31,194.68,127175347,25203056072.12,7.999900,1.665900
2025-10-31,195.59,203.38,187.49,189.8,98538998,19137167928.76,6.198600,-2.506700
2025-11-03,193.07,199.88,188.0,199.47,100944714,19685481369.53,6.349900,5.094800
2025-11-04,200.0,200.11,185.72,187.19,103821903,19933490355.48,6.530900,-6.156300
2025-11-05,181.31,202.68,181.31,200.5,121005563,23373402067.46,7.611800,7.110400
2025-11-06,201.96,209.88,197.99,205.4,106613569,21733971780.65,6.706500,2.443900
2025-11-07,202.01,209.5,199.88,201.0,75430073,15359041656.9,4.744900,-2.142200
2025-11-10,203.2,205.0,189.39,194.0,90208805,17562738003.01,5.674500,-3.482600
2025-11-11,200.0,204.02,191.1,193.0,80019064,15764320368.26,5.033600,-0.515500
2025-11-12,188.87,192.85,182.21,187.63,87989283,16434503046.83,5.534900,-2.782400
2025-11-13,190.23,194.92,186.11,190.51,85241617,16228389191.97,5.362100,1.534900
2025-11-14,185.0,194.1,184.11,185.0,65185322,12326714770.33,4.100500,-2.892200
2025-11-17,182.54,186.99,180.7,183.79,57255140,10505303501.05,3.601600,-0.654100
2025-11-18,183.69,184.48,172.75,175.02,83476970,14782915859.79,5.251100,-4.771800
2025-11-19,174.03,179.77,173.5,176.5,48886934,8622473958.49,3.075200,0.845600
2025-11-20,181.0,184.72,176.76,177.36,59955393,10878682422.05,3.771500,0.487300
2025-11-21,170.02,174.25,167.51,167.89,69045259,11755902489.07,4.343300,-5.339400
2025-11-24,169.98,171.78,164.38,167.42,58792409,9921024038.96,3.698300,-0.279900
2025-11-25,172.3,179.95,169.2,175.71,77232947,13513400513.89,4.858300,4.951600
2025-11-26,175.19,187.92,173.15,182.53,84009576,15201379161.07,5.284600,3.881400
2025-11-27,187.0,192.88,180.16,180.93,74717874,13956674421.55,4.700100,-0.876600
2025-11-28,180.03,187.49,180.03,182.9,51208439,9394982494.73,3.221200,1.088800
2025-12-01,183.0,183.91,174.32,179.56,59931487,10664856813.44,3.770000,-1.826100
2025-12-02,178.14,180.5,175.0,178.7,33305220,5932321878.03,2.095100,-0.478900
2025-12-03,181.65,183.58,175.8,177.13,46024920,8271621789.97,2.895200,-0.878600
2025-12-04,176.14,178.7,174.28,177.55,34695556,6127930088.21,2.182500,0.237100
2025-12-05,180.0,184.66,175.5,182.0,57158681,10350570599.6,3.595500,2.506300
2025-12-08,182.11,188.2,177.3,184.28,70534612,12953505118.51,4.436900,1.252700
2025-12-09,183.88,191.6,181.1,186.0,63969388,11933271588.15,4.024000,0.933400
2025-12-10,186.2,186.7,175.31,178.09,74614525,13314406847.19,4.693600,-4.252700
2025-12-11,178.0,183.7,173.97,174.05,65235217,11637250747.3,4.103600,-2.268500
2025-12-12,177.0,178.58,170.2,174.98,81546925,14156952505.87,5.129700,0.534300
2025-12-15,171.58,174.0,168.2,170.2,56358803,9609756673.19,3.545200,-2.731700
2025-12-16,169.5,169.5,160.27,163.97,71600891,11715753153.81,4.504000,-3.660400
2025-12-17,162.51,170.65,162.51,169.5,57104002,9547178026.32,3.592100,3.372600
2025-12-18,166.49,166.49,161.23,161.31,55622208,9073634350.57,3.498900,-4.831900
2025-12-19,163.02,165.54,161.11,164.05,44176914,7231888963.02,2.778900,1.698600
2025-12-22,166.0,169.97,164.11,167.56,56813715,9485118703.2,3.573800,2.139600
2025-12-23,167.5,170.59,165.58,167.99,50576046,8504251561.48,3.181500,0.256600
2025-12-24,166.11,166.55,163.58,165.88,50560059,8349705437.21,3.180500,-1.256000
2025-12-25,164.75,168.9,163.8,167.88,47994413,8000374431.19,3.019100,1.205700
2025-12-26,169.88,185.18,168.85,181.08,114818561,20518703472.78,7.222600,7.862800
2025-12-29,182.0,182.93,175.05,175.72,69891303,12419779810.39,4.396500,-2.960000
2025-12-30,175.1,180.51,173.68,179.07,56484809,10026671461.1,3.553200,1.906400
2025-12-31,179.96,180.2,171.03,171.04,51895922,9031481419.99,3.264500,-4.484300
2026-01-05,173.62,175.17,170.01,171.83,62930532,10857480655.33,3.958600,0.461900
2026-01-06,172.01,175.33,171.21,172.12,59686525,10316382565.16,3.754600,0.168800
2026-01-07,170.0,175.0,169.1,173.46,57234097,9848915312.38,3.600300,0.778500
2026-01-08,172.0,172.97,168.06,170.95,60152183,10226276695.36,3.783800,-1.447000
2026-01-09,169.38,171.51,165.5,169.05,60028288,10151207257.33,3.776100,-1.111400
2026-01-12,165.28,166.88,160.3,163.45,97258237,15842430546.42,6.118000,-3.312600
2026-01-13,163.18,165.99,157.15,160.48,88296165,14278214347.34,5.554200,-1.817100
2026-01-14,159.84,167.99,158.76,165.67,81177458,13388315219.57,5.106400,3.234000
2026-01-15,162.69,166.8,162.68,165.46,41281065,6790260436.46,2.596800,-0.126800
2026-01-16,167.85,172.5,167.85,170.99,72018050,12286227692.18,4.530300,3.342200
2026-01-19,170.0,176.56,168.45,172.68,65030187,11213766781.49,4.090700,0.988400
2026-01-20,172.18,172.36,162.5,163.01,65660037,10855830301.12,4.130300,-5.600000
2026-01-21,163.11,165.88,161.69,162.08,49578265,8090234638.44,3.118700,-0.570500
2026-01-22,162.88,166.08,158.5,160.38,57866722,9311447692.99,3.640100,-1.048900
2026-01-23,160.99,165.0,160.53,163.04,66065482,10768631440.48,4.155800,1.658600
2026-01-26,163.5,163.98,157.99,159.67,54889126,8787927143.9,3.452800,-2.067000
2026-01-27,160.0,160.68,155.08,158.19,52122651,8245364228.84,3.278800,-0.926900
2026-01-28,157.52,158.01,149.18,152.9,96896506,14756912937.36,6.095200,-3.344100
2026-01-29,153.0,153.58,145.21,146.28,88480742,13032636280.81,5.565800,-4.329600
2026-01-30,145.55,153.4,143.83,151.0,79821817,11948638901.88,5.021200,3.226700
2026-02-02,153.16,155.3,149.0,149.0,60934636,9251483133.0,3.833100,-1.324500
2026-02-03,151.0,152.02,145.99,149.88,48940278,7280950671.81,3.078600,0.590600
2026-02-04,150.0,154.13,148.66,152.27,57693010,8731891434.45,3.629200,1.594600
2026-02-05,151.5,152.0,144.8,146.0,55259081,8123434027.54,3.476000,-4.117700
2026-02-06,144.0,146.8,141.1,144.5,41761937,6021774264.88,2.627000,-1.027400
2026-02-09,146.43,155.22,145.0,153.31,77312327,11701647974.76,4.863300,6.096900
2026-02-10,153.32,159.32,153.05,155.49,63815571,10011513678.39,4.014300,1.422000
2026-02-11,154.71,155.49,149.58,152.2,47922307,7296757022.25,3.014500,-2.115900
2026-02-12,152.1,157.5,151.66,156.55,48356115,7510272511.53,3.041800,2.858100
2026-02-13,154.5,156.0,149.16,149.16,51614659,7812539817.85,3.246800,-4.720500
2026-02-24,151.76,153.83,149.6,150.61,30488114,4622087782.68,1.917800,0.972100
2026-02-25,149.6,156.49,149.36,154.1,43837319,6724889227.47,2.757600,2.317200
2026-02-26,153.0,153.07,145.58,145.65,81350398,11961130919.09,5.117300,-5.483500
2026-02-27,145.0,146.87,143.88,144.5,42763556,6196688596.6,2.690000,-0.789600
2026-03-02,142.09,150.17,142.08,149.38,76617487,11335732289.98,4.819600,3.377200
2026-03-03,153.01,156.8,150.24,150.49,76946465,11804556493.11,4.840300,0.743100
2026-03-04,147.86,151.0,146.3,148.71,44107946,6538723598.08,2.774600,-1.182800
2026-03-05,151.5,151.88,146.35,148.46,40150589,5974670811.1,2.525700,-0.168100
2026-03-06,148.51,151.88,146.38,149.8,36455981,5456990172.79,2.293200,0.902600
2026-03-09,148.49,156.85,147.57,155.8,82230094,12673514229.63,5.172600,4.005300
2026-03-10,157.99,158.69,153.2,156.1,59341753,9259443702.2,3.732900,0.192600
2026-03-11,156.42,175.66,156.39,170.92,144572766,24311734603.0,9.094300,9.493900
2026-03-12,171.54,173.77,168.4,173.1,102568722,17584427716.63,6.452000,1.275500
2026-03-13,175.09,181.99,174.86,175.39,102014338,18160418915.14,6.417200,1.322900
2026-03-16,179.0,179.2,170.2,173.0,72537380,12601653681.8,4.562900,-1.362700
2026-03-17,174.65,177.13,166.1,166.48,73092801,12445672581.42,4.597900,-3.768800
2026-03-18,167.33,167.99,161.34,166.59,64282465,10560679347.08,4.043700,0.066100
2026-03-19,163.64,170.38,163.64,165.1,58342666,9746934705.98,3.670000,-0.894400
2026-03-20,166.53,180.15,163.65,173.6,118355606,20546994063.53,7.445100,5.148400
2026-03-23,175.0,179.46,167.01,168.54,102058382,17690549735.83,6.419900,-2.914700
2026-03-24,169.9,171.38,156.89,164.68,89546048,14568620638.03,5.632900,-2.290300
2026-03-25,164.69,168.49,160.1,167.08,69325751,11415777009.95,4.360900,1.457400
2026-03-26,165.09,172.0,162.52,166.0,57983246,9703062320.66,3.647400,-0.646400
2026-03-27,165.99,167.5,161.22,163.35,57837513,9476356025.82,3.638200,-1.596400
2026-03-30,164.59,164.6,154.6,157.1,69815890,11053203207.68,4.391700,-3.826100
2026-03-31,155.54,157.66,150.69,150.76,61477946,9429524327.99,3.867200,-4.035600
2026-04-01,140.9,143.0,131.0,134.45,166730261,22541206480.98,10.488100,-10.818500
2026-04-02,131.44,132.5,126.55,127.25,114140536,14683958935.46,7.180000,-5.355200
2026-04-03,127.2,127.8,122.83,123.32,70777062,8821648029.15,4.452200,-3.088400
2026-04-07,123.5,124.29,121.74,122.28,52224124,6411296628.69,3.285100,-0.843300
2026-04-08,124.56,127.3,123.85,126.99,79422468,9994771912.47,4.995100,3.851800
2026-04-09,125.34,125.36,122.8,123.8,59568240,7378760211.81,3.746400,-2.512000
2026-04-10,125.61,133.0,125.61,130.79,104979485,13683498542.12,6.602400,5.646200
2026-04-13,129.03,136.31,129.02,134.24,85077701,11382593455.87,5.350700,2.637800
2026-04-14,135.01,142.12,131.5,139.46,106453835,14648450878.44,6.695100,3.888600
2026-04-15,138.9,139.34,133.05,133.89,90308043,12253167062.92,5.679700,-3.994000
2026-04-16,135.0,135.88,132.92,133.9,65055891,8723655801.81,4.091500,0.007500
2026-04-17,133.08,135.78,132.06,132.75,65205391,8678931250.67,4.100900,-0.858800
2026-04-20,132.73,136.28,131.36,135.2,65911870,8881100505.52,4.145400,1.845600
2026-04-21,135.99,136.77,133.35,136.23,51737499,7000796907.86,3.253900,0.761800
2026-04-22,135.56,137.1,134.95,136.91,57853849,7890624556.16,3.638600,0.499200
2026-04-23,137.5,138.59,132.56,134.5,64880539,8774186636.67,4.080500,-1.760300
2026-04-24,133.96,135.36,132.91,133.79,42250826,5660381450.95,2.657300,-0.527900
2026-04-27,131.7,132.52,129.2,131.39,63157361,8263085470.49,3.972100,-1.793900
2026-04-28,125.67,132.5,124.81,129.89,123803442,16012515286.22,7.786300,-1.141600
2026-04-29,129.0,138.88,127.0,138.07,115747019,15550886604.53,7.279600,6.297600
2026-04-30,138.47,140.21,136.4,137.41,63872533,8795119429.27,4.017100,-0.478000
2026-05-06,137.68,142.38,135.8,140.53,72947656,10210078175.22,4.587900,2.270600
2026-05-07,140.61,141.87,138.32,139.5,53772845,7502360711.35,3.381900,-0.732900
2026-05-08,138.06,142.99,138.0,139.85,61544670,8680103373.28,3.870700,0.250900
2026-05-11,140.16,146.8,140.06,144.04,74684456,10770323857.76,4.697100,2.996100
2026-05-12,144.0,144.44,139.6,139.85,54310492,7686870119.31,3.415700,-2.441600
2026-05-13,139.5,142.98,139.4,142.65,55546065,7881485852.73,3.493400,2.002100
2026-05-14,142.65,143.8,134.21,135.03,82048944,11290584327.28,5.160300,-5.341700
2026-05-15,136.0,155.99,131.02,152.95,173461537,25268870998.34,10.909400,13.271100
2026-05-18,152.9,155.33,148.01,152.25,95247599,14462784860.21,5.990400,-0.457700
2026-05-19,154.0,161.32,153.72,157.38,101038721,15967012644.95,6.354600,3.369500
2026-05-20,158.34,170.89,156.1,167.2,117718579,19299121675.36,7.403600,6.239700
2026-05-21,167.3,173.0,164.5,165.38,113316185,19178617999.18,7.126700,-1.088500
2026-05-22,168.0,171.94,162.5,164.51,89052957,14837255184.2,5.600800,-0.526100
