date,open,high,low,close,volume,amount,turnover,pct_change
2025-06-30,88.18,89.63,87.79,88.17,34352802.0,3041329540.92,1.727700,1.484800
2025-07-01,88.0,88.85,87.65,87.76,21688792.0,1911740652.01,1.090800,-0.465000
2025-07-02,87.5,87.73,85.81,86.1,22557267.0,1955238261.72,1.134500,-1.891500
2025-07-03,86.38,86.73,85.78,86.24,14615027.0,1260331048.94,0.735000,0.162600
2025-07-04,86.0,87.2,84.86,85.8,25225745.0,2166412310.92,1.268700,-0.510200
2025-07-07,85.69,86.86,85.37,85.48,13534928.0,1162397568.14,0.680700,-0.373000
2025-07-08,85.49,86.85,85.18,86.74,21766848.0,1876172229.95,1.094700,1.474000
2025-07-09,86.65,86.86,85.52,85.85,18310200.0,1578143686.18,0.920900,-1.026100
2025-07-10,85.61,86.17,85.5,85.67,17563946.0,1506706468.18,0.883300,-0.209700
2025-07-11,85.7,89.34,85.4,88.16,46992238.0,4128335549.56,2.363400,2.906500
2025-07-14,88.3,88.49,87.47,87.52,18983136.0,1667925619.44,0.954700,-0.726000
2025-07-15,87.15,87.95,86.61,87.89,20617316.0,1800356658.54,1.036900,0.422800
2025-07-16,87.73,88.2,86.77,87.12,19670851.0,1720548788.35,0.989300,-0.876100
2025-07-17,87.06,89.0,86.32,88.79,28792216.0,2535637954.33,1.448000,1.916900
2025-07-18,88.75,89.13,87.93,88.51,21995993.0,1948101635.45,1.106200,-0.315400
2025-07-21,88.45,89.52,88.04,89.02,22271915.0,1983498560.25,1.120100,0.576200
2025-07-22,88.7,90.55,88.5,89.08,29742068.0,2662984479.13,1.495800,0.067400
2025-07-23,88.9,90.19,88.3,89.39,31654941.0,2831683379.2,1.592000,0.348000
2025-07-24,89.1,92.9,89.0,91.75,52232453.0,4779308502.98,2.626900,2.640100
2025-07-25,91.74,93.68,90.99,93.47,44212479.0,4076414682.44,2.223600,1.874700
2025-07-28,93.64,93.69,91.96,92.18,34264005.0,3167887757.47,1.723200,-1.380100
2025-07-29,92.0,92.63,90.81,92.17,29414208.0,2699803672.95,1.479300,-0.010800
2025-07-30,91.7,91.83,89.74,90.36,31001859.0,2815721985.53,1.559200,-1.963800
2025-07-31,90.32,92.75,89.46,89.5,46198852.0,4187082773.51,2.323500,-0.951700
2025-08-01,89.2,90.33,88.02,88.29,27414033.0,2439842711.94,1.378700,-1.352000
2025-08-04,87.95,90.63,87.88,90.07,28605760.0,2568808038.44,1.438700,2.016100
2025-08-05,89.85,90.58,89.58,90.0,19567940.0,1761818588.53,0.984100,-0.077700
2025-08-06,89.86,91.0,89.53,90.78,26779787.0,2418543089.77,1.346800,0.866700
2025-08-07,90.7,91.7,89.75,90.59,31525994.0,2859638850.49,1.585500,-0.209300
2025-08-08,88.0,88.5,86.66,86.66,58473050.0,5098977106.26,2.940800,-4.338200
2025-08-11,86.69,87.18,86.22,86.96,27919314.0,2423559077.63,1.404100,0.346200
2025-08-12,86.95,90.1,86.42,88.52,55155240.0,4870773398.19,2.773900,1.793900
2025-08-13,88.01,89.23,88.0,88.66,38430442.0,3405728487.31,1.932800,0.158200
2025-08-14,88.69,92.58,88.69,89.46,74149226.0,6741604127.83,3.729200,0.902300
2025-08-15,89.0,93.3,88.48,91.84,69049946.0,6288369530.29,3.472700,2.660400
2025-08-18,93.5,95.17,91.36,92.31,83342313.0,7749849745.77,4.191500,0.511800
2025-08-19,91.67,92.48,89.35,89.35,74465214.0,6762914098.4,3.745100,-3.206600
2025-08-20,89.4,92.49,88.19,92.28,85874556.0,7756060794.89,4.318900,3.279200
2025-08-21,92.3,94.11,90.8,91.05,60682605.0,5593619617.69,3.051900,-1.332900
2025-08-22,92.5,105.0,92.42,103.97,206194809.0,20322967700.19,10.370100,14.190000
2025-08-25,106.0,109.24,101.1,103.17,176063698.0,18348502386.1,8.854700,-0.769500
2025-08-26,101.0,102.57,100.13,100.93,85607409.0,8663988281.34,4.305400,-2.171200
2025-08-27,102.2,106.69,100.59,101.51,142262071.0,14762335293.23,7.154700,0.574700
2025-08-28,102.0,119.22,101.99,119.22,242032511.0,27118768322.0,12.172500,17.446600
2025-08-29,114.0,116.0,112.26,114.76,163967037.0,18711478532.15,8.246300,-3.741000
2025-09-01,114.76,114.76,114.76,114.76,,,,
2025-09-02,114.76,114.76,114.76,114.76,,,,
2025-09-03,114.76,114.76,114.76,114.76,,,,
2025-09-04,114.76,114.76,114.76,114.76,,,,
2025-09-05,114.76,114.76,114.76,114.76,,,,
2025-09-08,114.76,114.76,114.76,114.76,,,,
2025-09-09,102.0,108.65,101.2,102.99,157469570.0,16482005029.63,7.919600,-10.256200
2025-09-10,103.0,105.96,102.13,103.91,103992570.0,10822524035.77,5.230100,0.893300
2025-09-11,102.62,112.8,99.98,110.28,146750166.0,15776091423.26,7.380500,6.130300
2025-09-12,109.28,112.49,108.01,108.42,115902204.0,12730296245.66,5.829000,-1.686600
2025-09-15,110.55,112.55,107.5,108.66,94683618.0,10395575384.16,4.761900,0.221400
2025-09-16,109.0,111.86,108.09,109.78,86625924.0,9501062259.23,4.332200,1.030700
2025-09-17,110.8,120.8,109.8,117.39,152847561.0,17861084415.87,7.644000,6.932000
2025-09-18,119.98,127.49,116.35,122.15,193156778.0,23495279107.42,9.660000,4.054900
2025-09-19,123.0,127.4,120.11,121.34,144910623.0,17943778048.23,7.247100,-0.663100
2025-09-22,120.54,129.83,119.05,128.92,158828147.0,19858613711.42,7.943100,6.246900
2025-09-23,127.64,129.33,122.63,128.51,144127353.0,18120121817.72,7.207900,-0.318000
2025-09-24,126.88,137.98,126.23,134.98,146094753.0,19497523265.53,7.306300,5.034600
2025-09-25,133.0,137.8,132.31,134.11,103258321.0,13953307668.15,5.164000,-0.644500
2025-09-26,132.71,135.95,131.2,132.27,91244519.0,12181639386.47,4.563200,-1.372000
2025-09-29,131.0,136.02,129.16,136.02,102720723.0,13627566348.73,5.137200,2.835100
2025-09-30,138.5,142.0,136.6,140.13,98622900.0,13794113059.04,4.932200,3.021600
2025-10-09,144.0,153.0,137.0,138.91,166284110.0,24249284345.24,8.316000,-0.870600
2025-10-10,134.87,134.94,127.17,127.95,161742076.0,21074152020.07,8.088900,-7.890000
2025-10-13,126.0,136.48,126.0,136.47,140299486.0,18642587056.63,7.016500,6.658900
2025-10-14,136.96,137.8,125.8,127.2,132100403.0,17321652000.91,6.606500,-6.792700
2025-10-15,127.18,129.73,124.6,129.56,80798726.0,10284318328.23,4.040800,1.855300
2025-10-16,127.8,130.28,126.6,127.3,61231062.0,7841134056.71,3.062200,-1.744400
2025-10-17,126.85,127.32,120.87,121.98,82052898.0,10097285540.01,4.103500,-4.179100
2025-10-20,124.1,125.18,121.69,122.63,57123935.0,7060333630.16,2.856800,0.532900
2025-10-21,123.8,127.85,122.61,127.19,78415088.0,9888217345.98,3.921600,3.718500
2025-10-22,125.42,129.27,123.81,126.81,65395411.0,8265031816.73,3.270500,-0.298800
2025-10-23,125.18,128.5,124.01,128.3,63426402.0,8038110024.69,3.172000,1.175000
2025-10-24,130.3,134.8,128.9,134.06,102446621.0,13548726657.31,5.123500,4.489500
2025-10-27,137.5,137.5,132.3,134.5,101264304.0,13623206911.86,5.064300,0.328200
