date,open,high,low,close,volume,amount,turnover,pct_change
2025-06-16,40.81,40.85,40.12,40.12,28408419,1145010482.99,0.510900,-2.313100
2025-06-17,40.28,40.98,40.27,40.43,21270751,861973482.94,0.382500,0.772700
2025-06-18,40.75,40.75,40.16,40.23,15884641,641384487.31,0.285700,-0.494700
2025-06-19,40.0,40.14,38.55,38.69,31785252,1238925904.56,0.571600,-3.828000
2025-06-20,38.78,39.15,38.51,38.51,16560741,643310612.35,0.297800,-0.465200
2025-06-23,38.25,38.6,37.92,38.44,15869634,607636013.96,0.285400,-0.181800
2025-06-24,38.6,39.25,38.56,38.98,15386164,599867874.99,0.276700,1.404800
2025-06-25,39.17,39.49,38.88,39.46,15052136,589744058.15,0.270700,1.231400
2025-06-26,39.46,39.5,38.94,38.95,12265996,480187843.85,0.220600,-1.292400
2025-06-27,38.95,39.01,38.71,38.76,11997938,466037717.27,0.215800,-0.487800
2025-06-30,38.74,38.99,38.65,38.91,10168787,394910336.23,0.182900,0.387000
2025-07-01,38.93,39.26,38.77,39.1,9477570,370083326.01,0.170400,0.488300
2025-07-02,39.15,39.3,38.85,38.9,9613584,374710287.83,0.172900,-0.511500
2025-07-03,38.86,39.04,38.78,38.92,8184366,318334849.06,0.147200,0.051400
2025-07-04,38.9,39.05,38.71,38.86,10130354,393530399.19,0.182200,-0.154200
2025-07-07,38.8,38.88,38.55,38.6,8696315,336316633.62,0.156400,-0.669100
2025-07-08,38.56,38.95,38.55,38.88,8701549,337747069.44,0.156500,0.725400
2025-07-09,38.9,39.2,38.6,38.6,13957535,543540190.63,0.251000,-0.720200
2025-07-10,38.62,38.89,38.57,38.69,11834236,457916946.29,0.212800,0.233200
2025-07-11,38.72,39.2,38.69,38.69,24674730,961458139.66,0.443700,0.000000
2025-07-14,38.69,38.81,38.5,38.52,16282040,628974338.91,0.292800,-0.439400
2025-07-15,38.41,38.59,38.2,38.39,10917449,418942473.35,0.196300,-0.337500
2025-07-16,38.39,38.57,38.31,38.38,9560441,367018065.99,0.171900,-0.026000
2025-07-17,38.39,38.71,38.38,38.52,11613906,446893057.57,0.208900,0.364800
2025-07-18,38.65,38.87,38.55,38.8,17576659,680867137.18,0.316100,0.726900
2025-07-21,38.8,38.93,38.73,38.9,14705295,570853203.05,0.264500,0.257700
2025-07-22,38.86,39.5,38.84,39.5,25346545,993800926.95,0.455800,1.542400
2025-07-23,39.56,39.85,39.38,39.43,21632320,856308437.12,0.389000,-0.177200
2025-07-24,39.42,39.95,39.25,39.91,19967474,791701074.6,0.359100,1.217300
2025-07-25,39.85,39.91,39.18,39.32,22461631,887223946.14,0.403900,-1.478300
2025-07-28,39.18,39.33,38.98,39.05,17293979,676353056.62,0.311000,-0.686700
2025-07-29,39.0,39.2,38.74,38.87,14869378,578422797.35,0.267400,-0.460900
2025-07-30,38.88,39.4,38.69,39.2,20455620,800980343.92,0.367900,0.849000
2025-07-31,39.21,39.22,38.28,38.35,24023863,926592209.0,0.432000,-2.168400
2025-08-01,38.35,38.44,38.0,38.09,17009956,649518274.05,0.305900,-0.678000
2025-08-04,37.92,38.28,37.9,38.26,11898732,452957036.8,0.214000,0.446300
2025-08-05,38.28,38.56,38.22,38.4,10601989,406615253.04,0.190700,0.365900
2025-08-06,38.41,38.43,38.12,38.35,9134627,349855212.82,0.164300,-0.130200
2025-08-07,38.21,38.37,38.15,38.35,10236867,391777419.99,0.184100,0.000000
2025-08-08,38.35,38.41,38.21,38.26,7867192,301088761.72,0.141500,-0.234700
2025-08-11,38.26,38.59,38.2,38.49,13107601,503667282.16,0.235700,0.601200
2025-08-12,38.49,38.75,38.43,38.56,14102211,544372843.82,0.253600,0.181900
2025-08-13,38.57,38.77,38.51,38.59,14054286,542692707.65,0.252700,0.077800
2025-08-14,38.58,39.25,38.56,38.77,24849658,967531662.85,0.446900,0.466400
2025-08-15,38.72,39.02,38.48,38.89,17009072,659598987.01,0.305900,0.309500
2025-08-18,39.0,39.5,38.99,39.32,24715439,970484740.76,0.444500,1.105700
2025-08-19,39.32,39.5,39.2,39.26,18322568,720749096.49,0.329500,-0.152600
2025-08-20,39.01,39.49,38.91,39.49,18309727,720404763.19,0.329300,0.585800
2025-08-21,39.5,39.86,39.39,39.75,18980665,753515026.47,0.341300,0.658400
2025-08-22,39.76,39.85,39.57,39.85,18383536,729924931.1,0.330600,0.251600
2025-08-25,39.95,41.14,39.94,41.1,32581909,1327103240.09,0.585900,3.136800
2025-08-26,41.12,41.66,40.86,41.07,26587960,1097651512.86,0.478100,-0.073000
2025-08-27,41.0,41.24,40.38,40.4,26839609,1095497546.45,0.482700,-1.631400
2025-08-28,40.3,40.55,39.5,40.08,24237937,971039042.82,0.435900,-0.792100
2025-08-29,40.72,41.69,40.71,41.44,34363236,1419512350.18,0.618000,3.393200
2025-09-01,41.4,42.15,41.07,41.22,26320376,1093518365.87,0.473300,-0.530900
2025-09-02,41.19,41.6,40.75,40.94,20606682,846965480.2,0.370600,-0.679300
2025-09-03,41.2,41.45,40.08,40.18,19335163,783140905.21,0.347700,-1.856400
2025-09-04,40.18,40.53,39.82,40.42,23678864,949194286.75,0.425800,0.597300
2025-09-05,40.42,40.52,40.03,40.44,18161368,730765132.21,0.326600,0.049500
2025-09-08,40.44,41.45,40.32,41.17,25129618,1030383906.09,0.451900,1.805100
2025-09-09,41.3,41.59,41.02,41.33,16587445,684911078.5,0.298300,0.388600
2025-09-10,41.33,41.4,40.95,40.95,12884389,530085855.03,0.231700,-0.919400
2025-09-11,40.88,41.29,40.56,41.29,16413091,670589689.56,0.295200,0.830300
2025-09-12,41.29,41.57,40.62,40.65,16595060,679752833.63,0.298400,-1.550000
2025-09-15,40.52,41.02,40.4,40.84,14188491,578654875.81,0.255200,0.467400
2025-09-16,40.85,40.96,40.25,40.33,13624588,552244528.41,0.245000,-1.248800
2025-09-17,40.34,40.66,40.06,40.29,10362099,417275586.56,0.186300,-0.099200
2025-09-18,40.28,40.36,39.6,39.79,17163024,686826607.4,0.308700,-1.241000
2025-09-19,39.7,40.05,39.58,39.8,10946004,436226776.25,0.196800,0.025100
2025-09-22,39.81,40.24,39.51,39.51,10611024,422017714.43,0.190800,-0.728600
2025-09-23,39.74,40.09,39.02,39.3,15207753,600554777.42,0.273500,-0.531500
2025-09-24,39.0,39.31,38.72,38.8,13689088,532259827.19,0.246200,-0.614800
2025-09-25,38.79,38.88,38.6,38.6,12462667,482168923.4,0.224100,-0.515500
2025-09-26,38.59,39.0,38.38,38.8,13501166,522436433.79,0.242800,0.518100
2025-09-29,39.2,39.2,38.46,38.88,17290932,669810642.92,0.311000,0.206200
2025-09-30,38.9,39.05,38.61,38.96,12204697,474592935.3,0.219500,0.205800
2025-10-09,38.88,39.38,38.3,39.34,16683955,648105898.74,0.300000,0.975400
2025-10-10,39.21,39.84,39.04,39.28,17591533,693962898.66,0.316400,-0.152500
2025-10-13,38.68,39.1,38.5,38.9,15273444,593439183.01,0.274700,-0.967400
2025-10-14,38.92,39.48,38.8,39.1,13823057,540287394.63,0.248600,0.514100
2025-10-15,39.35,39.68,39.05,39.49,16848266,664327015.13,0.303000,0.997400
2025-10-16,39.49,39.88,39.37,39.77,11490797,455577825.85,0.206600,0.709000
2025-10-17,39.69,39.97,39.08,39.08,11799763,465960849.56,0.212200,-1.735000
2025-10-20,39.31,39.36,38.8,38.94,10345926,403483269.12,0.186100,-0.358200
2025-10-21,38.9,39.11,38.88,38.95,8060788,314153609.8,0.145000,0.025700
2025-10-22,38.95,38.95,38.63,38.65,9389450,363697322.17,0.168900,-0.770200
2025-10-23,38.6,38.7,38.45,38.63,8703732,335661660.46,0.156500,-0.051700
2025-10-24,38.65,38.87,38.5,38.6,9042209,349365800.12,0.162600,-0.077700
2025-10-27,38.62,38.79,38.51,38.71,13054443,504476593.57,0.234800,0.285000
2025-10-28,38.72,38.73,38.31,38.4,15926587,612415516.84,0.286400,-0.800800
2025-10-29,38.48,38.5,38.1,38.44,13665642,523090177.9,0.245800,0.104200
2025-10-30,38.52,38.54,37.9,37.98,24660443,938767975.69,0.443500,-1.196700
2025-10-31,37.9,38.19,37.77,38.11,16817649,639945112.8,0.302400,0.342300
2025-11-03,38.12,38.24,37.96,38.15,13284109,505904081.4,0.238900,0.105000
2025-11-04,38.15,38.15,37.66,37.75,16254622,615499805.35,0.292300,-1.048500
2025-11-05,37.6,37.69,37.31,37.69,13302143,498951454.66,0.239200,-0.158900
2025-11-06,37.67,37.87,37.61,37.71,9333788,352337398.15,0.167900,0.053100
2025-11-07,37.65,38.04,37.5,37.97,12690710,479914212.08,0.228200,0.689500
2025-11-10,37.97,38.74,37.81,38.65,25915970,995680977.17,0.466100,1.790900
2025-11-11,38.65,38.72,38.32,38.62,14903721,574270416.0,0.268000,-0.077600
2025-11-12,38.65,38.75,38.34,38.46,13579358,523620883.0,0.244200,-0.414300
2025-11-13,38.46,38.64,38.15,38.6,16039337,615667624.76,0.288400,0.364000
2025-11-14,38.5,39.17,38.38,38.42,18102605,701816443.95,0.325600,-0.466300
2025-11-17,38.42,38.43,37.8,38.19,13689809,521237623.61,0.246200,-0.598600
2025-11-18,38.15,38.37,37.87,37.97,11097551,422861530.61,0.199600,-0.576100
2025-11-19,38.05,38.1,37.76,37.8,7115501,269592713.7,0.128000,-0.447700
2025-11-20,37.94,38.1,37.71,37.75,8349565,316169972.24,0.150200,-0.132300
2025-11-21,37.7,37.79,37.0,37.29,13306210,497860007.55,0.239300,-1.218500
2025-11-24,37.38,37.46,36.85,36.88,16235944,600958249.94,0.292000,-1.099500
2025-11-25,36.94,37.12,36.73,37.1,11665499,431057680.62,0.209800,0.596500
2025-11-26,37.0,37.12,36.78,36.83,10545937,388688666.31,0.189700,-0.727800
2025-11-27,36.84,37.08,36.56,36.99,10180624,375370170.94,0.183100,0.434400
2025-11-28,36.97,37.05,36.74,36.96,6892560,254465583.28,0.124000,-0.081100
2025-12-01,36.96,37.33,36.92,37.16,8370549,310233957.74,0.150500,0.541100
2025-12-02,37.13,37.15,36.81,36.87,6606946,243701618.3,0.118800,-0.780400
2025-12-03,36.82,36.85,36.4,36.41,9442649,345394362.87,0.169800,-1.247600
2025-12-04,36.5,36.59,36.1,36.22,8534182,309292437.68,0.153500,-0.521800
2025-12-05,36.22,36.55,36.08,36.51,6938870,252080496.06,0.124800,0.800700
2025-12-08,36.51,36.68,36.45,36.51,8191084,299581925.05,0.147300,0.000000
2025-12-09,36.5,36.71,36.33,36.47,6571550,239768132.88,0.118200,-0.109600
2025-12-10,36.48,36.7,36.16,36.42,8006837,291236242.58,0.144000,-0.137100
2025-12-11,36.41,36.41,36.11,36.34,7261624,262890050.95,0.130600,-0.219700
2025-12-12,36.35,36.49,35.94,36.49,10721254,388765088.85,0.192800,0.412800
2025-12-15,36.45,36.85,36.39,36.51,9973805,365847220.4,0.179400,0.054800
2025-12-16,36.55,36.82,36.51,36.74,9834500,360350531.35,0.176900,0.630000
2025-12-17,36.79,37.09,36.47,37.03,12917177,476374958.74,0.232300,0.789300
2025-12-18,37.12,37.15,36.9,37.01,7627406,282256780.05,0.137200,-0.054000
2025-12-19,37.51,37.86,37.18,37.78,21941058,824133922.93,0.394600,2.080500
2025-12-22,37.78,37.95,37.43,37.85,15100899,569208864.08,0.271600,0.185300
2025-12-23,37.85,37.92,37.61,37.78,11005505,415836968.22,0.197900,-0.184900
2025-12-24,37.75,37.78,37.35,37.35,10946728,410149424.46,0.196900,-1.138200
2025-12-25,37.34,37.41,37.16,37.4,10523900,392388606.87,0.189300,0.133900
2025-12-26,37.37,37.52,37.27,37.42,7676637,287215751.2,0.138100,0.053500
2025-12-29,37.42,37.48,37.2,37.22,8992160,335592664.56,0.161700,-0.534500
2025-12-30,37.22,37.6,37.15,37.28,8190410,305740885.95,0.147300,0.161200
2025-12-31,37.24,37.31,36.98,37.02,9882942,366462305.72,0.177700,-0.697400
2026-01-05,37.19,38.05,37.01,37.93,21383066,805083253.84,0.384500,2.458100
2026-01-06,37.99,38.45,37.76,38.38,16874917,644351556.51,0.303500,1.186400
2026-01-07,38.35,38.64,38.14,38.19,12155328,465480820.61,0.218600,-0.495000
2026-01-08,38.08,38.1,37.77,38.02,9640471,365508644.16,0.173400,-0.445100
2026-01-09,38.12,38.27,37.72,37.89,10505227,398360233.38,0.188900,-0.341900
2026-01-12,37.89,38.56,37.8,38.32,17689448,677186159.76,0.318100,1.134900
2026-01-13,38.67,38.68,38.12,38.18,14394455,551573244.34,0.258900,-0.365300
2026-01-14,38.15,38.33,37.66,37.79,18571822,705444242.05,0.334000,-1.021500
2026-01-15,37.7,38.0,37.47,37.59,12055957,454289403.96,0.216800,-0.529200
2026-01-16,37.7,37.74,36.7,36.99,18149602,673657560.53,0.326400,-1.596200
2026-01-19,36.8,36.99,36.72,36.86,11162862,411483819.36,0.200700,-0.351400
2026-01-20,36.88,37.15,36.81,36.88,11533530,426005130.44,0.207400,0.054300
2026-01-21,36.88,36.88,36.49,36.5,14298972,523998778.3,0.257100,-1.030400
2026-01-22,36.55,36.67,36.12,36.14,20413873,741372212.3,0.367100,-0.986300
2026-01-23,36.27,36.29,35.81,35.84,24909085,897447411.71,0.448000,-0.830100
2026-01-26,35.83,35.94,35.41,35.68,23563559,840131059.58,0.423800,-0.446400
2026-01-27,35.67,35.8,35.41,35.41,15219313,541084995.0,0.273700,-0.756700
2026-01-28,35.44,35.5,34.88,34.97,23613547,828553805.17,0.424700,-1.242600
2026-01-29,34.85,36.4,34.83,36.4,38424715,1370885497.6,0.691000,4.089200
2026-01-30,36.29,36.29,35.27,35.3,25749691,916067976.06,0.463100,-3.022000
2026-02-02,35.3,36.1,35.28,35.57,17586401,627933172.92,0.316300,0.764900
2026-02-03,35.57,35.92,35.44,35.87,13776707,491500427.02,0.247800,0.843400
2026-02-04,35.87,36.39,35.7,36.28,16558824,598318943.44,0.297800,1.143000
2026-02-05,36.21,38.18,36.08,37.96,59645750,2241775481.67,1.072600,4.630700
2026-02-06,37.6,37.75,37.01,37.09,25716216,958091648.01,0.462500,-1.513500
2026-02-09,37.0,37.46,36.85,37.16,15846688,588552230.59,0.285000,0.188700
2026-02-10,37.35,37.35,36.6,36.62,14374870,529214542.35,0.258500,-1.453200
2026-02-11,36.6,36.62,36.3,36.42,11316285,412042558.04,0.203500,-0.546100
2026-02-12,36.5,36.5,35.8,35.94,16736465,602244343.97,0.301000,-1.318000
2026-02-13,35.92,36.07,35.61,35.64,11591578,414800639.72,0.208500,-0.834700
2026-02-24,35.95,36.36,35.92,36.17,17150717,620271352.08,0.308400,1.487100
2026-02-25,36.21,36.28,35.85,35.88,13548052,488149845.59,0.243600,-0.801800
2026-02-26,35.92,35.94,35.53,35.84,10947955,391723243.65,0.196900,-0.111500
2026-02-27,35.98,36.16,35.84,35.96,11864913,426781984.6,0.213400,0.334800
2026-03-02,35.64,35.76,35.25,35.65,14483248,514275919.87,0.260500,-0.862100
2026-03-03,35.64,36.62,35.5,36.06,22036989,795851828.16,0.396300,1.150100
2026-03-04,35.93,36.09,35.35,35.5,14870720,529923504.0,0.267400,-1.553000
2026-03-05,35.6,36.36,35.6,35.98,12852559,463840428.78,0.231100,1.352100
2026-03-06,36.0,37.08,35.9,37.02,23079600,847356520.86,0.415100,2.890500
2026-03-09,36.78,37.51,36.56,37.31,25387823,946079178.09,0.456600,0.783400
2026-03-10,37.16,37.4,37.01,37.28,13539753,504533918.27,0.243500,-0.080400
2026-03-11,37.29,37.5,37.02,37.39,12223027,455628780.88,0.219800,0.295100
2026-03-12,37.39,37.49,36.91,37.02,11782136,437211988.43,0.211900,-0.989600
2026-03-13,37.0,38.3,36.97,37.79,28735039,1090182469.1,0.516800,2.080000
2026-03-16,37.79,38.72,37.73,38.51,31104463,1194722170.43,0.559400,1.905300
2026-03-17,38.75,39.7,38.6,38.95,34809353,1366113932.67,0.626000,1.142600
